brand,item,price,image_url,product_url
TAMTAM SHAKER,Legging,"29,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw4f949b24/KTAMT272_2000_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/legging-noir-KTAMT272_2000.html
HEATTECH® LOVELY,Top manches longues,"29,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw21f7223d/KLOVE228_2000_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/top-manches-longues-noir-KLOVE228_2000.html
VIP,Peignoir long,"79,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw7bb4f757/MVIP276_1007_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/peignoir-long-blanc-rose-MVIP276_1007.html
VIP,Sweat à capuche,"69,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw652c5c16/MVIP266_1007_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/sweat-a-capuche-blanc-rose-MVIP266_1007.html
VIP,Peignoir long,"79,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dwbb1cf4e4/MVIP276_3088_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/peignoir-long-bleu-marine-MVIP276_3088.html
PARESSE,Peignoir,"69,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw82844d46/MPARE277_3088_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/peignoir-bleu-marine-MPARE277_3088.html
TAMTAM SHAKER,Legging,"29,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw4f802695/KTAMT272_1937_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/legging-lune-bleu-marine-KTAMT272_1937.html
DOUCEUR,Nuisette longue,"59,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dwf4a1c768/MDOUC246_2000_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/nuisette-longue-noir-MDOUC246_2000.html
DIMANCHE,Chemise de nuit manches longues,"59,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dwd9d777e8/KDIMA231_3088_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/chemise-de-nuit-manches-longues-bleu-marine-KDIMA231_3088.html
DIMANCHE,Veste de pyjama,"59,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dwf5c2b868/KDIMA260_3088_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/veste-de-pyjama-bleu-marine-KDIMA260_3088.html
CARESSE,Caraco,"79,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw0dfe3e76/MCARE247_1010_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/caraco-blanc-glace-MCARE247_1010.html
ATTITUDE IMPRIME,Pantalon,"59,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dwe6245279/MATPR244_1938_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/pantalon-aquarelle-bleu-orage-MATPR244_1938.html
CARESSE,Caraco,"79,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw54a203ad/MCARE247_2000_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/caraco-noir-MCARE247_2000.html
PARESSE,Veste de pyjama,"59,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw31abf85d/MPARE260_3088_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/veste-de-pyjama-bleu-marine-MPARE260_3088.html
PARESSE PRINT,Pantalon carotte,"49,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dwf2a2007f/MPRIN235_1941_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/pantalon-carotte-rossignol-bleu-marine-MPRIN235_1941.html
DIMANCHE,Pantalon,"39,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw49e6a47e/KDIMA244_3088_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/pantalon-bleu-marine-KDIMA244_3088.html
PARESSE,Pantalon carotte,"49,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw3bbb2e26/MPARE235_4908_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/pantalon-carotte-prune-MPARE235_4908.html
TAMTAM SHAKER,Legging,"29,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dwa16e88f7/KTAMT272_3088_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/legging-bleu-marine-KTAMT272_3088.html
PIMPANT,Pantalon carotte,"59,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw54f4d5dc/MPIMP235_2000_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/pantalon-carotte-noir-MPIMP235_2000.html
PARESSE,Pantalon carotte,"49,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw0244e308/MPARE235_6000_PA.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/pantalon-carotte-ginger-bread-MPARE235_6000.html
PARESSE PRINT,Veste de pyjama,"59,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dwb38b247b/MPRIN260_1941_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/veste-de-pyjama-rossignol-bleu-marine-MPRIN260_1941.html
DOUCEUR,Caraco,"29,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw81e35076/MDOUC247_2000_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/caraco-noir-MDOUC247_2000.html
DOUCEUR,Nuisette longue,"59,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw27e9528b/MDOUC246_7082_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/nuisette-longue-vert-cypres-MDOUC246_7082.html
DIMANCHE,Veste de pyjama,"59,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw7f0b63c5/KDIMA260_2000_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/veste-de-pyjama-noir-KDIMA260_2000.html
ATTITUDE IMPRIME,Pantalon,"59,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw03063af2/MATPR244_1956_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/pantalon-relief-noir-MATPR244_1956.html
PARESSE PRINT,Veste de pyjama,"59,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw72a59187/MPRIN260_1939_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/veste-de-pyjama-peas-beige-poudre-MPRIN260_1939.html
CARESSE,Short de pyjama,"59,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw059716bc/MCARE248_2000_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/short-de-pyjama-noir-MCARE248_2000.html
PARESSE PRINT,Pantalon carotte,"49,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dwe5da2ba2/MPRIN235_1939_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/pantalon-carotte-peas-beige-poudre-MPRIN235_1939.html
PARESSE,Pantalon carotte,"49,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw31283027/MPARE235_3088_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/pantalon-carotte-bleu-marine-MPARE235_3088.html
ATTITUDE IMPRIME,Veste de pyjama,"59,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw56368e6e/MATPR260_1938_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/veste-de-pyjama-aquarelle-bleu-orage-MATPR260_1938.html
HEATTECH® INNERWEAR,T-shirt sans manches,"19,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dwb96b4564/MINNE270_2000_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/t-shirt-sans-manches-noir-MINNE270_2000.html
PARESSE,T-shirt manches longues,"39,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw9aeec5ce/MPARE252_6000_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/t-shirt-manches-longues-ginger-bread-MPARE252_6000.html
ATTITUDE IMPRIME,Pantalon,"59,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw838e58de/MATPR244_1955_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/pantalon-montagne-noir-MATPR244_1955.html
DOUCEUR,Short de pyjama,"29,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dw3846a011/MDOUC248_2000_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/short-de-pyjama-noir-MDOUC248_2000.html
PARESSE,T-shirt manches longues,"39,00 €",https://www.princessetamtam.com/dw/image/v2/ABBK_PRD/on/demandware.static/-/Sites-ptt-master/default/dwe4cabd8f/MPARE252_4908_PF1.jpg?sw=530&sh=654&sm=cut,https://www.princessetamtam.com/fr/t-shirt-manches-longues-prune-MPARE252_4908.html
