brand,item,price,deal_price,image_url,product_url,description,material,color
Zara,RIBBED BODYSUIT ,19.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/5580/630/250/2/w/1143/5580630250_1_1_1.jpg?ts=1595505209809', 'https://static.zara.net/photos///2020/I/0/1/p/5580/630/250/2/w/1143/5580630250_6_1_1.jpg?ts=1594365284668', 'https://static.zara.net/photos///2020/I/0/1/p/5580/630/250/2/w/1143/5580630250_6_2_1.jpg?ts=1594365283581', 'https://static.zara.net/photos///2020/I/0/1/p/5580/630/250/2/w/1143/5580630250_6_3_1.jpg?ts=1594365274794']",https://www.zara.com/us/en/ribbed-bodysuit-p05580630.html,Straight neck bodysuit with spaghetti straps. Bottom snap button closure.,[],"['White', 'Black']"
Zara,SEAMLESS SHAPEWEAR TOP ,25.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/8779/460/942/2/w/1143/8779460942_1_1_1.jpg?ts=1595505222252', 'https://static.zara.net/photos///2020/I/0/1/p/8779/460/942/2/w/1143/8779460942_6_1_1.jpg?ts=1595337765763', 'https://static.zara.net/photos///2020/I/0/1/p/8779/460/942/2/w/1143/8779460942_6_2_1.jpg?ts=1595337784856', 'https://static.zara.net/photos///2020/I/0/1/p/8779/460/942/2/w/1143/8779460942_6_3_1.jpg?ts=1595337784971']",https://www.zara.com/us/en/seamless-shapewear-top-p08779460.html,Crop top made of fabric that adapts to your body’s contour. Round neckline and long sleeves.,"['88% polyamide, 12% elastane']",['Beige-pink']
Zara,BELTED KNIT JACKET ,49.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/6254/134/505/3/w/1143/6254134505_1_1_1.jpg?ts=1599477579394', 'https://static.zara.net/photos///2020/I/0/1/p/6254/134/505/3/w/1143/6254134505_2_1_1.jpg?ts=1599477706433', 'https://static.zara.net/photos///2020/I/0/1/p/6254/134/505/3/w/1143/6254134505_2_2_1.jpg?ts=1599477697597', 'https://static.zara.net/photos///2020/I/0/1/p/6254/134/505/3/w/1143/6254134505_2_3_1.jpg?ts=1599477712038', 'https://static.zara.net/photos///2020/I/0/1/p/6254/134/505/3/w/1143/6254134505_2_4_1.jpg?ts=1599477739876', 'https://static.zara.net/photos///2020/I/0/1/p/6254/134/505/2/w/1143/6254134505_6_1_1.jpg?ts=1599039704395', 'https://static.zara.net/photos///2020/I/0/1/p/6254/134/505/2/w/1143/6254134505_6_2_1.jpg?ts=1599039690233', 'https://static.zara.net/photos///2020/I/0/1/p/6254/134/505/2/w/1143/6254134505_6_3_1.jpg?ts=1599039676483']",https://www.zara.com/us/en/belted-knit-jacket-p06254134.html,Vest with lapel collar and short sleeves. Front patch pockets with flaps. Front closure with contrasting buttons.,"['57% viscose, 27% polyester, 16% nylon']",['Khaki']
Zara,TECHNICAL LEGGINGS TRF ,25.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/0264/808/605/2/w/1143/0264808605_2_1_1.jpg?ts=1596534541148', 'https://static.zara.net/photos///2020/I/0/1/p/0264/808/605/2/w/1143/0264808605_1_1_1.jpg?ts=1596534634475', 'https://static.zara.net/photos///2020/I/0/1/p/0264/808/605/2/w/1143/0264808605_6_1_1.jpg?ts=1596534997190', 'https://static.zara.net/photos///2020/I/0/1/p/0264/808/605/2/w/1143/0264808605_6_2_1.jpg?ts=1596535085756']",https://www.zara.com/us/en/technical-leggings-trf-p00264808.html,High-waisted leggings with elastic waistband. Side slit at hem.,"['86% polyamide, 14% elastane']",['Maroon']
Zara,LIMITLESS CONTOUR COLLECTION 03 ASYMMETRIC BODYSUIT TRF ,19.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/7901/319/800/3/w/1143/7901319800_1_1_1.jpg?ts=1594036684193', 'https://static.zara.net/photos///2020/I/0/1/p/7901/319/800/2/w/1143/7901319800_6_1_1.jpg?ts=1592403798104', 'https://static.zara.net/photos///2020/I/0/1/p/7901/319/800/2/w/1143/7901319800_2_1_1.jpg?ts=1592403798144', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL69_0.jpg?ts=1602602192788']",https://www.zara.com/us/en/limitless-contour-collection-03-asymmetric-bodysuit-trf-p07901319.html,Bodysuit made with body conscious fabric with asymmetric neckline and strap.,"['95% nylon, 5% elastane']",['Black']
Zara,STRETCHY BIKE SHORTS TRF ,17.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/0264/319/800/2/w/1143/0264319800_6_1_1.jpg?ts=1588754451685', 'https://static.zara.net/photos///2020/I/0/1/p/0264/319/800/2/w/1143/0264319800_2_1_1.jpg?ts=1588753760206', 'https://static.zara.net/photos///2020/I/0/1/p/0264/319/800/2/w/1143/0264319800_2_2_1.jpg?ts=1588753753671', 'https://static.zara.net/photos///2020/I/0/1/p/0264/319/800/2/w/1143/0264319800_2_3_1.jpg?ts=1588753750495']",https://www.zara.com/us/en/stretchy-bike-shorts-trf-p00264319.html,Fitted polyamide blend shorts. Elastic waistband.,"['81% polyamide, 19% elastane']","['Black', 'Khaki', 'Stone', 'Champagne', 'Beige-pink']"
Zara,LIMITED EDITION RIBBED BODYSUIT ,29.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/9325/203/733/2/w/1143/9325203733_2_5_1.jpg?ts=1600274094973', 'https://static.zara.net/photos///2020/I/0/1/p/9325/203/733/2/w/1143/9325203733_6_1_1.jpg?ts=1600249789806', 'https://static.zara.net/photos///2020/I/0/1/p/9325/203/733/2/w/1143/9325203733_6_2_1.jpg?ts=1600249780295', 'https://static.zara.net/photos///2020/I/0/1/p/9325/203/733/2/w/1143/9325203733_6_3_1.jpg?ts=1600249712607']",https://www.zara.com/us/en/limited-edition-ribbed-bodysuit-p09325203.html,V-neck bodysuit with spaghetti straps. Bottom snap button closure.,"['62% viscose, 38% polyamide']","['Cream', 'Black']"
Zara,LIMITED EDITION RIBBED BOTTOMS ,19.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/9325/202/733/2/w/1143/9325202733_1_1_1.jpg?ts=1599723959517', 'https://static.zara.net/photos///2020/I/0/1/p/9325/202/733/2/w/1143/9325202733_6_1_1.jpg?ts=1599667640785', 'https://static.zara.net/photos///2020/I/0/1/p/9325/202/733/2/w/1143/9325202733_6_2_1.jpg?ts=1599667624804', 'https://static.zara.net/photos///2020/I/0/1/p/9325/202/733/2/w/1143/9325202733_6_3_1.jpg?ts=1599667634639']",https://www.zara.com/us/en/limited-edition-ribbed-bottoms-p09325202.html?v1=57841172,High-waisted bottoms.,"['62% viscose, 38% polyamide']",['Cream']
Zara,LIMITLESS CONTOUR COLLECTION 02 BIKE SHORTS TRF ,19.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/7901/320/601/2/w/1143/7901320601_1_1_1.jpg?ts=1603278820899', 'https://static.zara.net/photos///2020/I/0/1/p/7901/320/601/2/w/1143/7901320601_6_1_1.jpg?ts=1603179013456', 'https://static.zara.net/photos///2020/I/0/1/p/7901/320/601/2/w/1143/7901320601_6_2_1.jpg?ts=1603179006189', 'https://static.zara.net/photos///2020/I/0/1/p/7901/320/601/2/w/1143/7901320601_6_3_1.jpg?ts=1603179001225', 'https://static.zara.net/photos///2020/I/0/1/p/7901/320/601/2/w/1143/7901320601_6_4_1.jpg?ts=1603179001108', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL69_0.jpg?ts=1602602192788']",https://www.zara.com/us/en/limitless-contour-collection-02-bike-shorts-trf-p07901320.html,Bike shorts made of body conscious fabric.,"['95% nylon, 5% elastane']","['Intense red', 'Black', 'Beige-pink']"
Zara,LONG KNIT COAT ,69.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/1509/114/700/4/w/1143/1509114700_1_1_1.jpg?ts=1601972552618', 'https://static.zara.net/photos///2020/I/0/1/p/1509/114/700/2/w/1143/1509114700_6_1_1.jpg?ts=1601547389816', 'https://static.zara.net/photos///2020/I/0/1/p/1509/114/700/2/w/1143/1509114700_6_2_1.jpg?ts=1601547451533', 'https://static.zara.net/photos///2020/I/0/1/p/1509/114/700/2/w/1143/1509114700_6_3_1.jpg?ts=1601547435651']",https://www.zara.com/us/en/long-knit-coat-p01509114.html,Long sleeve coat. Self-belt detail.,"['97% polyester, 3% elastane']",['Brown']
Zara,KNIT CASHMERE CARDIGAN ,329.00 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/0837/100/712/3/w/1143/0837100712_1_1_1.jpg?ts=1602775870453', 'https://static.zara.net/photos///2020/I/0/1/p/0837/100/712/3/w/1143/0837100712_2_1_1.jpg?ts=1602775873934', 'https://static.zara.net/photos///2020/I/0/1/p/0837/100/712/2/w/1143/0837100712_6_1_1.jpg?ts=1601562358672', 'https://static.zara.net/photos///2020/I/0/1/p/0837/100/712/2/w/1143/0837100712_6_2_1.jpg?ts=1601562380082', 'https://static.zara.net/photos///2020/I/0/1/p/0837/100/712/2/w/1143/0837100712_6_3_1.jpg?ts=1601562414829']",https://www.zara.com/us/en/knit-cashmere-cardigan-p00837100.html,Cardigan made with 100% cashmere fabric. Front patch pockets. Front closure with contrasting buttons.,['100% cashmere'],['Ecru']
Zara,CASHMERE SWEATER ,199.00 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/6771/109/737/4/w/1143/6771109737_1_1_1.jpg?ts=1603895913224', 'https://static.zara.net/photos///2020/I/0/1/p/6771/109/737/4/w/1143/6771109737_2_1_1.jpg?ts=1603874395296', 'https://static.zara.net/photos///2020/I/0/1/p/6771/109/737/4/w/1143/6771109737_2_2_1.jpg?ts=1603874395488', 'https://static.zara.net/photos///2020/I/0/1/p/6771/109/737/2/w/1143/6771109737_6_1_1.jpg?ts=1602682759030', 'https://static.zara.net/photos///2020/I/0/1/p/6771/109/737/2/w/1143/6771109737_6_2_1.jpg?ts=1602682773743', 'https://static.zara.net/photos///2020/I/0/1/p/6771/109/737/2/w/1143/6771109737_6_3_1.jpg?ts=1602682736050', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL169_0.jpg?ts=1602602316632']",https://www.zara.com/us/en/cashmere-sweater-p06771109.html,Sweater made of cashmere and wool blend fabric. V-neck and long sleeves. Ribbed trim.,"['97% cashmere, 3% wool']","['Brown / Taupe', 'Gray']"
Zara,HOODED KNIT SWEATSHIRT ,49.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/6254/114/620/2/w/1143/6254114620_1_1_1.jpg?ts=1597935338485', 'https://static.zara.net/photos///2020/I/0/1/p/6254/114/620/2/w/1143/6254114620_2_1_1.jpg?ts=1597935311610', 'https://static.zara.net/photos///2020/I/0/1/p/6254/114/620/2/w/1143/6254114620_2_2_1.jpg?ts=1597935316924', 'https://static.zara.net/photos///2020/I/0/1/p/6254/114/620/2/w/1143/6254114620_6_1_1.jpg?ts=1597934035142', 'https://static.zara.net/photos///2020/I/0/1/p/6254/114/620/2/w/1143/6254114620_6_2_1.jpg?ts=1597934071650', 'https://static.zara.net/photos///2020/I/0/1/p/6254/114/620/2/w/1143/6254114620_6_3_1.jpg?ts=1597934021031']",https://www.zara.com/us/en/hooded-knit-sweatshirt-p06254114.html,High collar sweatshirt with drawstring hood. Long sleeves with cuffs. Front patch pouch pocket. Ribbed trim.,"['50% viscose, 28% polyester, 22% nylon']",['Pink']
Zara,SOFT FEEL KNIT PANTS ,49.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/3597/115/406/2/w/1143/3597115406_1_1_1.jpg?ts=1597935338650', 'https://static.zara.net/photos///2020/I/0/1/p/3597/115/406/2/w/1143/3597115406_2_1_1.jpg?ts=1597935329956', 'https://static.zara.net/photos///2020/I/0/1/p/3597/115/406/2/w/1143/3597115406_2_2_1.jpg?ts=1597935404392', 'https://static.zara.net/photos///2020/I/0/1/p/3597/115/406/2/w/1143/3597115406_6_1_1.jpg?ts=1598007124628']",https://www.zara.com/us/en/soft-feel-knit-pants-p03597115.html,High-waisted pants with wide legs. Adjustable elastic drawstring waistband. Front pockets.,"['48% viscose, 29% polyester, 23% polyamide']",['Light blue']
Zara,BODYSUIT WITH SHOULDER PADS TRF ,25.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/5039/460/717/2/w/1143/5039460717_1_1_1.jpg?ts=1598958261003', 'https://static.zara.net/photos///2020/I/0/1/p/5039/460/717/2/w/1143/5039460717_2_1_1.jpg?ts=1598958266407', 'https://static.zara.net/photos///2020/I/0/1/p/5039/460/717/2/w/1143/5039460717_6_1_1.jpg?ts=1598959975070', 'https://static.zara.net/photos///2020/I/0/1/p/5039/460/717/2/w/1143/5039460717_6_2_1.jpg?ts=1598959979056', 'https://static.zara.net/photos///2020/I/0/1/p/5039/460/717/2/w/1143/5039460717_6_3_1.jpg?ts=1598959972161']",https://www.zara.com/us/en/bodysuit-with-shoulder-pads-trf-p00264326.html,Bodysuit made of polyamide blend fabric. Sleeveless and round neckline. Pronounced shoulder pad detail. Bottom snap button closure.,"['80% polyamide, 20% elastane', '80% polyamide, 20% elastane']","['Chocolate', 'Black']"
Zara,CROP TOP TRF ,19.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/0264/323/806/2/w/1143/0264323806_6_1_1.jpg?ts=1593517562890', 'https://static.zara.net/photos///2020/I/0/1/p/0264/323/806/2/w/1143/0264323806_6_2_1.jpg?ts=1593517581342']",https://www.zara.com/us/en/crop-top-trf-p00264323.html,Crop top made of polyamide blend fabric. Straight neckline and long sleeves.,"['80% polyamide, 20% elastane', '80% polyamide, 20% elastane']",['Stone']
Zara,STRETCHY CROP TOP TRF ,19.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/0264/342/505/23/w/1143/0264342505_1_1_1.jpg?ts=1595428346431', 'https://static.zara.net/photos///2020/I/0/1/p/0264/342/505/2/w/1143/0264342505_6_1_1.jpg?ts=1594050330943', 'https://static.zara.net/photos///2020/I/0/1/p/0264/342/505/2/w/1143/0264342505_6_2_1.jpg?ts=1594050330859']",https://www.zara.com/us/en/stretchy-crop-top-trf-p00264342.html,Short top made of polyamide blend fabric. Square neck and long sleeves.,"['80% polyamide, 20% elastane', '80% polyamide, 20% elastane']",['Khaki']
Zara,STRETCHY BIKE SHORTS TRF ,17.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/0264/319/800/2/w/1143/0264319800_6_1_1.jpg?ts=1588754451685', 'https://static.zara.net/photos///2020/I/0/1/p/0264/319/800/2/w/1143/0264319800_2_1_1.jpg?ts=1588753760206', 'https://static.zara.net/photos///2020/I/0/1/p/0264/319/800/2/w/1143/0264319800_2_2_1.jpg?ts=1588753753671', 'https://static.zara.net/photos///2020/I/0/1/p/0264/319/800/2/w/1143/0264319800_2_3_1.jpg?ts=1588753750495']",https://www.zara.com/us/en/stretchy-bike-shorts-trf-p00264319.html,Fitted polyamide blend shorts. Elastic waistband.,"['81% polyamide, 19% elastane']","['Black', 'Khaki', 'Stone', 'Champagne', 'Beige-pink']"
Zara,OVERSIZED KNIT SWEATSHIRT ,49.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/9598/128/075/2/w/1143/9598128075_1_1_1.jpg?ts=1599224470866', 'https://static.zara.net/photos///2020/I/0/1/p/9598/128/075/2/w/1143/9598128075_2_1_1.jpg?ts=1599224563460', 'https://static.zara.net/photos///2020/I/0/1/p/9598/128/075/2/w/1143/9598128075_2_2_1.jpg?ts=1599224575147', 'https://static.zara.net/photos///2020/I/0/1/p/9598/128/075/2/w/1143/9598128075_6_1_1.jpg?ts=1599210372544', 'https://static.zara.net/photos///2020/I/0/1/p/9598/128/075/2/w/1143/9598128075_6_2_1.jpg?ts=1599210363097', 'https://static.zara.net/photos///2020/I/0/1/p/9598/128/075/2/w/1143/9598128075_6_3_1.jpg?ts=1599210358291']",https://www.zara.com/us/en/oversized-knit-sweatshirt-p09598128.html,Loose fit sweatshirt made of wool blend fabric. Hooded high collar and long sleeves. Front patch pockets.,"['55% acrylic, 34% nylon, 6% elastane, 5% wool']",['Ecru / Beige']
Zara,RUSTIC PANTS ,49.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/7859/932/800/2/w/1143/7859932800_1_1_1.jpg?ts=1596186527918', 'https://static.zara.net/photos///2020/I/0/1/p/7859/932/800/2/w/1143/7859932800_6_1_1.jpg?ts=1596104460953', 'https://static.zara.net/photos///2020/I/0/1/p/7859/932/800/2/w/1143/7859932800_6_2_1.jpg?ts=1596104480673', 'https://static.zara.net/photos///2020/I/0/1/p/7859/932/800/2/w/1143/7859932800_6_3_1.jpg?ts=1596104469788']",https://www.zara.com/us/en/rustic-pants-p07859932.html,High-waisted pants with elastic drawstring waistband. Front patch pockets. Frayed hem.,['100% cotton'],['Black']
Zara,KNIT V-NECK SWEATER ,39.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/6771/103/706/2/w/1143/6771103706_1_1_1.jpg?ts=1596198827546', 'https://static.zara.net/photos///2020/I/0/1/p/6771/103/706/2/w/1143/6771103706_2_1_1.jpg?ts=1596198822219', 'https://static.zara.net/photos///2020/I/0/1/p/6771/103/706/2/w/1143/6771103706_6_1_1.jpg?ts=1596125906376', 'https://static.zara.net/photos///2020/I/0/1/p/6771/103/706/2/w/1143/6771103706_6_2_1.jpg?ts=1596125911340', 'https://static.zara.net/photos///2020/I/0/1/p/6771/103/706/2/w/1143/6771103706_6_3_1.jpg?ts=1596125916705', 'https://static.zara.net/photos///2020/I/0/1/p/6771/103/706/2/w/1143/6771103706_6_4_1.jpg?ts=1596125911333', 'https://static.zara.net/photos///2020/I/0/1/p/6771/103/706/2/w/1143/6771103706_6_5_1.jpg?ts=1596125918717']",https://www.zara.com/us/en/knit-v-neck-sweater-p06771103.html,Sweater with V-neck and short sleeves. Asymmetric hem with side vents.,"['88% viscose, 12% polyester']",['Mink']
Zara,KNIT V-NECK SWEATER ,39.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/6771/103/706/2/w/1143/6771103706_1_1_1.jpg?ts=1596198827546', 'https://static.zara.net/photos///2020/I/0/1/p/6771/103/706/2/w/1143/6771103706_2_1_1.jpg?ts=1596198822219', 'https://static.zara.net/photos///2020/I/0/1/p/6771/103/706/2/w/1143/6771103706_6_1_1.jpg?ts=1596125906376', 'https://static.zara.net/photos///2020/I/0/1/p/6771/103/706/2/w/1143/6771103706_6_2_1.jpg?ts=1596125911340', 'https://static.zara.net/photos///2020/I/0/1/p/6771/103/706/2/w/1143/6771103706_6_3_1.jpg?ts=1596125916705', 'https://static.zara.net/photos///2020/I/0/1/p/6771/103/706/2/w/1143/6771103706_6_4_1.jpg?ts=1596125911333', 'https://static.zara.net/photos///2020/I/0/1/p/6771/103/706/2/w/1143/6771103706_6_5_1.jpg?ts=1596125918717']",https://www.zara.com/us/en/knit-v-neck-sweater-p06771103.html,Sweater with V-neck and short sleeves. Asymmetric hem with side vents.,"['88% viscose, 12% polyester']",['Mink']
Zara,WASHED EFFECT OVERSIZED T-SHIRT ,19.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/4424/806/800/2/w/1143/4424806800_1_1_1.jpg?ts=1596795774178', 'https://static.zara.net/photos///2020/I/0/1/p/4424/806/800/2/w/1143/4424806800_6_1_1.jpg?ts=1596534980172', 'https://static.zara.net/photos///2020/I/0/1/p/4424/806/800/2/w/1143/4424806800_6_2_1.jpg?ts=1596534988837', 'https://static.zara.net/photos///2020/I/0/1/p/4424/806/800/2/w/1143/4424806800_6_3_1.jpg?ts=1596535244302', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL3_0.jpg?ts=1602602135763']",https://www.zara.com/us/en/washed-effect-oversized-t-shirt-p04424806.html,Oversized T-shirt with round neck and short sleeves. Washed effect fabric.,['100% cotton'],"['Black', 'Beige', 'Gray']"
Zara,WASHED EFFECT OVERSIZED T-SHIRT ,19.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/4424/806/800/2/w/1143/4424806800_1_1_1.jpg?ts=1596795774178', 'https://static.zara.net/photos///2020/I/0/1/p/4424/806/800/2/w/1143/4424806800_6_1_1.jpg?ts=1596534980172', 'https://static.zara.net/photos///2020/I/0/1/p/4424/806/800/2/w/1143/4424806800_6_2_1.jpg?ts=1596534988837', 'https://static.zara.net/photos///2020/I/0/1/p/4424/806/800/2/w/1143/4424806800_6_3_1.jpg?ts=1596535244302', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL3_0.jpg?ts=1602602135763']",https://www.zara.com/us/en/washed-effect-oversized-t-shirt-p04424806.html,Oversized T-shirt with round neck and short sleeves. Washed effect fabric.,['100% cotton'],"['Black', 'Beige', 'Gray']"
Zara,WASHED EFFECT OVERSIZED T-SHIRT ,19.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/4424/806/800/2/w/1143/4424806800_1_1_1.jpg?ts=1596795774178', 'https://static.zara.net/photos///2020/I/0/1/p/4424/806/800/2/w/1143/4424806800_6_1_1.jpg?ts=1596534980172', 'https://static.zara.net/photos///2020/I/0/1/p/4424/806/800/2/w/1143/4424806800_6_2_1.jpg?ts=1596534988837', 'https://static.zara.net/photos///2020/I/0/1/p/4424/806/800/2/w/1143/4424806800_6_3_1.jpg?ts=1596535244302', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL3_0.jpg?ts=1602602135763']",https://www.zara.com/us/en/washed-effect-oversized-t-shirt-p04424806.html,Oversized T-shirt with round neck and short sleeves. Washed effect fabric.,['100% cotton'],"['Black', 'Beige', 'Gray']"
Zara,TEXT DETAIL CROSSBODY BAG ,49.90 USD,,"['https://static.zara.net/photos///2020/I/1/1/p/6550/610/040/2/w/1143/6550610040_1_1_1.jpg?ts=1598541056009', 'https://static.zara.net/photos///2020/I/1/1/p/6550/610/040/2/w/1143/6550610040_2_1_1.jpg?ts=1598541084585', 'https://static.zara.net/photos///2020/I/1/1/p/6550/610/040/2/w/1143/6550610040_2_2_1.jpg?ts=1598541047598', 'https://static.zara.net/photos///2020/I/1/1/p/6550/610/040/2/w/1143/6550610040_2_3_1.jpg?ts=1598541049216', 'https://static.zara.net/photos///2020/I/1/1/p/6550/610/040/2/w/1143/6550610040_2_4_1.jpg?ts=1598541052424', 'https://static.zara.net/photos///2020/I/1/1/p/6550/610/040/2/w/1143/6550610040_2_5_1.jpg?ts=1598541055245']",https://www.zara.com/us/en/text-detail-crossbody-bag-p16550610.html,Black crossbody bag. Exterior with pleating and pocket with zipper closure. Adjustable and removable shoulder strap with text detail. Lined interior with pocket. Zip closure.Height x Length x Width: 9.1 x 14.6 x 4.5 inches (23 x 37 x 11.5 cm),[],['Black']
Zara,JOGGING PANTS ,29.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/2712/304/717/2/w/1143/2712304717_1_1_1.jpg?ts=1596707721513', 'https://static.zara.net/photos///2020/I/0/1/p/2712/304/717/2/w/1143/2712304717_2_1_1.jpg?ts=1596707774892', 'https://static.zara.net/photos///2020/I/0/1/p/2712/304/717/2/w/1143/2712304717_6_1_1.jpg?ts=1597324284482', 'https://static.zara.net/photos///2020/I/0/1/p/2712/304/717/2/w/1143/2712304717_6_2_1.jpg?ts=1597324287077', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL51_0.jpg?ts=1602602182774']",https://www.zara.com/us/en/jogger-pants-limitless-contour-collection-09-p02712304.html,High-waisted pants with elastic drawstring waistband. Front pockets. Elastic cuffs.,"['60% cotton, 40% polyester']","['Chocolate', 'Beige', 'Purple']"
Zara,LIMITLESS CONTOUR COLLECTION 13 OVERSIZED SWEATSHIRT ,39.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/2712/301/612/2/w/1143/2712301612_1_1_1.jpg?ts=1596707775163', 'https://static.zara.net/photos///2020/I/0/1/p/2712/301/612/2/w/1143/2712301612_6_1_1.jpg?ts=1596804747193', 'https://static.zara.net/photos///2020/I/0/1/p/2712/301/612/2/w/1143/2712301612_6_2_1.jpg?ts=1596804750333', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL51_0.jpg?ts=1602602182774']",https://www.zara.com/us/en/limitless-contour-collection-13-oversized-sweatshirt-p02712301.html,Oversized sweatshirt with round neck and long sleeves. Ribbed trim.,"['60% cotton, 40% polyester']",['Mauve']
Zara,LIMITLESS CONTOUR COLLECTION TOP 01 TRF ,12.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/7901/313/800/2/w/1143/7901313800_1_1_1.jpg?ts=1594801117405', 'https://static.zara.net/photos///2020/I/0/1/p/7901/313/800/2/w/1143/7901313800_6_1_1.jpg?ts=1594805653576', 'https://static.zara.net/photos///2020/I/0/1/p/7901/313/800/2/w/1143/7901313800_2_1_1.jpg?ts=1592570642325', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL69_0.jpg?ts=1602602192788']",https://www.zara.com/us/en/limitless-contour-collection-top-01-trf-p07901313.html,Halter top in fabric that adapts to your body’s contour.MODEL HEIGHT: 5’ 10” (177 cm),"['95% nylon, 5% elastane']",['Black']
Zara,LONG KNIT COAT ,69.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/1509/114/700/4/w/1143/1509114700_1_1_1.jpg?ts=1601972552618', 'https://static.zara.net/photos///2020/I/0/1/p/1509/114/700/2/w/1143/1509114700_6_1_1.jpg?ts=1601547389816', 'https://static.zara.net/photos///2020/I/0/1/p/1509/114/700/2/w/1143/1509114700_6_2_1.jpg?ts=1601547451533', 'https://static.zara.net/photos///2020/I/0/1/p/1509/114/700/2/w/1143/1509114700_6_3_1.jpg?ts=1601547435651']",https://www.zara.com/us/en/long-knit-coat-p01509114.html,Long sleeve coat. Self-belt detail.,"['97% polyester, 3% elastane']",['Brown']
Zara,WOOL BLEND SOCKS ,19.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/3739/230/926/2/w/1143/3739230926_1_1_1.jpg?ts=1604057616320', 'https://static.zara.net/photos///2020/I/0/1/p/3739/230/926/2/w/1143/3739230926_2_1_1.jpg?ts=1604057616169', 'https://static.zara.net/photos///2020/I/0/1/p/3739/230/926/2/w/1143/3739230926_2_2_1.jpg?ts=1604057722663']",https://www.zara.com/us/en/wool-blend-socks-p03739230.html,Socks made with wool blend fabric.,"['32% viscose, 32% nylon, 14% Yak Fiber, 11% wool, 10% polyester, 1% elastane']",['Pink']
Zara,MERINO WOOL SOCKS ,17.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/0653/249/803/2/w/1143/0653249803_1_1_1.jpg?ts=1604057731153', 'https://static.zara.net/photos///2020/I/0/1/p/0653/249/803/2/w/1143/0653249803_2_1_1.jpg?ts=1604057710048', 'https://static.zara.net/photos///2020/I/0/1/p/0653/249/803/2/w/1143/0653249803_2_2_1.jpg?ts=1604057731314']",https://www.zara.com/us/en/merino-wool-socks-p00653249.html,Socks made with merino wool.,"['89% wool, 10% polyester, 1% elastane']","['Gray marl', 'Black']"
