brand,item,price,deal_price,image_url,product_url,description,material,color
Zara,KNIT SWEATER ,49.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/6873/140/724/2/w/1143/6873140724_1_1_1.jpg?ts=1603450459299', 'https://static.zara.net/photos///2020/I/0/1/p/6873/140/724/2/w/1143/6873140724_2_1_1.jpg?ts=1603450515547', 'https://static.zara.net/photos///2020/I/0/1/p/6873/140/724/2/w/1143/6873140724_6_1_1.jpg?ts=1603376213318', 'https://static.zara.net/photos///2020/I/0/1/p/6873/140/724/2/w/1143/6873140724_6_2_1.jpg?ts=1603376156366', 'https://static.zara.net/photos///2020/I/0/1/p/6873/140/724/2/w/1143/6873140724_6_3_1.jpg?ts=1603376129530', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL11_0.jpg?ts=1602602140202']",https://www.zara.com/us/en/knit-sweater-p06873140.html,V-neck cardigan with long sleeves. Front button closure. Ribbed trim.,"['55% polyester, 24% acrylic, 10% nylon, 8% wool, 3% elastane']",['Brown marl']
Zara,KNIT JOGGING PANTS ,39.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/6873/122/706/2/w/1143/6873122706_1_1_1.jpg?ts=1604419404404', 'https://static.zara.net/photos///2020/I/0/1/p/6873/122/706/2/w/1143/6873122706_2_1_1.jpg?ts=1604419513421', 'https://static.zara.net/photos///2020/I/0/1/p/6873/122/706/2/w/1143/6873122706_2_2_1.jpg?ts=1604419504716', 'https://static.zara.net/photos///2020/I/0/1/p/6873/122/706/2/w/1143/6873122706_6_1_1.jpg?ts=1604400774669', 'https://static.zara.net/photos///2020/I/0/1/p/6873/122/706/2/w/1143/6873122706_6_2_1.jpg?ts=1604400759168', 'https://static.zara.net/photos///2020/I/0/1/p/6873/122/706/2/w/1143/6873122706_6_3_1.jpg?ts=1604400703771']",https://www.zara.com/us/en/knit-jogging-pants-p06873122.html,High-waisted pants with adjustable elastic waistband. Elastic cuffs.,"['50% viscose, 30% polyester, 20% nylon']","['Mink', 'Ecru']"
Zara,SOFT FEEL PANTS ,35.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/5039/464/803/3/w/1143/5039464803_1_1_1.jpg?ts=1602836422977', 'https://static.zara.net/photos///2020/I/0/1/p/5039/464/803/2/w/1143/5039464803_6_1_1.jpg?ts=1597827695832', 'https://static.zara.net/photos///2020/I/0/1/p/5039/464/803/2/w/1143/5039464803_6_2_1.jpg?ts=1597827687257', 'https://static.zara.net/photos///2020/I/0/1/p/5039/464/803/2/w/1143/5039464803_6_3_1.jpg?ts=1597827732317']",https://www.zara.com/us/en/soft-feel-pants-p05039464.html,High-waisted pants with elastic waistband. Soft feel fabric.,"['68% polyester, 32% cotton']","['Gray marl', 'taupe brown', 'Vanilla', 'Beige marl']"
Zara,SOFT FEEL PANTS ,35.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/5039/464/803/3/w/1143/5039464803_1_1_1.jpg?ts=1602836422977', 'https://static.zara.net/photos///2020/I/0/1/p/5039/464/803/2/w/1143/5039464803_6_1_1.jpg?ts=1597827695832', 'https://static.zara.net/photos///2020/I/0/1/p/5039/464/803/2/w/1143/5039464803_6_2_1.jpg?ts=1597827687257', 'https://static.zara.net/photos///2020/I/0/1/p/5039/464/803/2/w/1143/5039464803_6_3_1.jpg?ts=1597827732317']",https://www.zara.com/us/en/soft-feel-pants-p05039464.html,High-waisted pants with elastic waistband. Soft feel fabric.,"['68% polyester, 32% cotton']","['Gray marl', 'taupe brown', 'Vanilla', 'Beige marl']"
Zara,OVERSIZED KNIT VEST ,49.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/5536/142/811/2/w/1143/5536142811_6_1_1.jpg?ts=1602164266329', 'https://static.zara.net/photos///2020/I/0/1/p/5536/142/811/2/w/1143/5536142811_6_2_1.jpg?ts=1602164369864', 'https://static.zara.net/photos///2020/I/0/1/p/5536/142/811/2/w/1143/5536142811_6_3_1.jpg?ts=1602164228834']",https://www.zara.com/us/en/oversized-knit-vest-p05536142.html,High collar vest with side vents at hem. Ribbed trim.,"['46% viscose, 29% nylon, 25% polyester']",['Light gray']
Zara,CABLE KNIT SWEATER ,49.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/6771/134/737/2/w/1143/6771134737_1_1_1.jpg?ts=1602244071914', 'https://static.zara.net/photos///2020/I/0/1/p/6771/134/737/2/w/1143/6771134737_2_2_1.jpg?ts=1602244071863', 'https://static.zara.net/photos///2020/I/0/1/p/6771/134/737/2/w/1143/6771134737_2_3_1.jpg?ts=1602244071867', 'https://static.zara.net/photos///2020/I/0/1/p/6771/134/737/2/w/1143/6771134737_6_1_1.jpg?ts=1602166485940', 'https://static.zara.net/photos///2020/I/0/1/p/6771/134/737/2/w/1143/6771134737_6_2_1.jpg?ts=1602166496478', 'https://static.zara.net/photos///2020/I/0/1/p/6771/134/737/2/w/1143/6771134737_6_3_1.jpg?ts=1602166499798', 'https://static.zara.net/photos///2020/I/0/1/p/6771/134/737/2/w/1143/6771134737_6_4_1.jpg?ts=1602166501871']",https://www.zara.com/us/en/cable-knit-sweater-p06771134.html,Sweater made of wool blend fabric. High collar and long sleeves. Front patch pockets. Ribbed trim.,"['48% polyester, 46% acrylic, 6% wool']",['Brown / Taupe']
Zara,PLUSH PANTS WITH RIPS ,39.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/0264/103/800/2/w/1143/0264103800_6_1_1.jpg?ts=1603809976279', 'https://static.zara.net/photos///2020/I/0/1/p/0264/103/800/2/w/1143/0264103800_6_2_1.jpg?ts=1603809996660', 'https://static.zara.net/photos///2020/I/0/1/p/0264/103/800/2/w/1143/0264103800_6_3_1.jpg?ts=1603810016941']",https://www.zara.com/us/en/plush-pants-with-rips-p00264103.html,High-waisted pants with adjustable elastic drawstring waistband. Front ripped detail.,['100% cotton'],['Black']
Zara,HOODED SWEATSHIRT ,25.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/1058/626/803/4/w/1143/1058626803_1_1_1.jpg?ts=1604489076465', 'https://static.zara.net/photos///2020/I/0/1/p/1058/626/803/4/w/1143/1058626803_2_1_1.jpg?ts=1604488975785', 'https://static.zara.net/photos///2020/I/0/1/p/1058/626/803/4/w/1143/1058626803_2_2_1.jpg?ts=1604489031126', 'https://static.zara.net/photos///2020/I/0/1/p/1058/626/803/2/w/1143/1058626803_6_1_1.jpg?ts=1601995391157', 'https://static.zara.net/photos///2020/I/0/1/p/1058/626/803/2/w/1143/1058626803_6_2_1.jpg?ts=1601885350675', 'https://static.zara.net/photos///2020/I/0/1/p/1058/626/803/2/w/1143/1058626803_6_3_1.jpg?ts=1601885488687']",https://www.zara.com/us/en/hooded-sweatshirt-p01058626.html,Cropped hooded sweatshirt with long sleeves. Elastic trim.,"['64% cotton, 36% polyester', '64% cotton, 36% polyester']","['Gray marl', 'White', 'Mauve', 'Sand', 'Green', 'Black']"
Zara,LONG KNIT PANTS ,49.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/5536/135/730/2/w/1143/5536135730_1_1_1.jpg?ts=1601999434515', 'https://static.zara.net/photos///2020/I/0/1/p/5536/135/730/2/w/1143/5536135730_2_1_1.jpg?ts=1601999410304', 'https://static.zara.net/photos///2020/I/0/1/p/5536/135/730/2/w/1143/5536135730_6_1_1.jpg?ts=1601968792226', 'https://static.zara.net/photos///2020/I/0/1/p/5536/135/730/2/w/1143/5536135730_6_2_1.jpg?ts=1601968740851', 'https://static.zara.net/photos///2020/I/0/1/p/5536/135/730/2/w/1143/5536135730_6_3_1.jpg?ts=1601968749579', 'https://static.zara.net/photos///2020/I/0/1/p/5536/135/730/2/w/1143/5536135730_6_4_1.jpg?ts=1601968722167', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL45_0.jpg?ts=1602676731737']",https://www.zara.com/us/en/long-knit-pants-p05536135.html,High-waisted pants with elastic waistband and wide legs. Side slits at hem.,"['53% viscose, 26% polyester, 21% nylon']",['Light brown']
Zara,LONG KNIT TOP ,39.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/5536/148/730/2/w/1143/5536148730_1_1_1.jpg?ts=1601999429523', 'https://static.zara.net/photos///2020/I/0/1/p/5536/148/730/2/w/1143/5536148730_2_1_1.jpg?ts=1601999434283', 'https://static.zara.net/photos///2020/I/0/1/p/5536/148/730/2/w/1143/5536148730_6_1_1.jpg?ts=1601907258588', 'https://static.zara.net/photos///2020/I/0/1/p/5536/148/730/2/w/1143/5536148730_6_2_1.jpg?ts=1601907234852', 'https://static.zara.net/photos///2020/I/0/1/p/5536/148/730/2/w/1143/5536148730_6_3_1.jpg?ts=1601907249667', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL45_0.jpg?ts=1602676731737']",https://www.zara.com/us/en/long-knit-top-p05536148.html,Long sleeve ribbed top wit high collar. Side vents.,"['53% viscose, 25% polyester, 22% nylon']",['Light brown']
Zara,PLUSH SWEATSHIRT WITH SHOULDER PADS ,35.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/0264/078/800/2/w/1143/0264078800_6_1_1.jpg?ts=1599032133923', 'https://static.zara.net/photos///2020/I/0/1/p/0264/078/800/2/w/1143/0264078800_6_2_1.jpg?ts=1599032123851', 'https://static.zara.net/photos///2020/I/0/1/p/0264/078/800/2/w/1143/0264078800_6_3_1.jpg?ts=1599032125927', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL51_0.jpg?ts=1602602182774']",https://www.zara.com/us/en/plush-sweatshirt-with-shoulder-pads-p00264078.html,Round neck sweatshirt. Long sleeves with shoulder pads.,"['MAIN FABRIC100% cotton', 'SECONDARY FABRIC95% cotton,5% elastane', '']",['Black']
Zara,JOGGING PANTS WITH TEXT ,35.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/1443/428/400/2/w/1143/1443428400_1_1_1.jpg?ts=1600788880813', 'https://static.zara.net/photos///2020/I/0/1/p/1443/428/400/2/w/1143/1443428400_2_1_1.jpg?ts=1600788830941', 'https://static.zara.net/photos///2020/I/0/1/p/1443/428/400/2/w/1143/1443428400_6_1_1.jpg?ts=1600702979776', 'https://static.zara.net/photos///2020/I/0/1/p/1443/428/400/2/w/1143/1443428400_6_2_1.jpg?ts=1600702983521', 'https://static.zara.net/photos///2020/I/0/1/p/1443/428/400/2/w/1143/1443428400_6_3_1.jpg?ts=1600702956018']",https://www.zara.com/us/en/jogging-pants-with-text-p01443428.html,High-waisted pants. Elastic waistband. Side pockets. Front text detail. Elastic cuffs.,"['MAIN FABRIC53% polyester,47% cotton', 'SECONDARY FABRIC51% polyester,48% cotton,1% elastane', '', '53% polyester, 47% cotton']",['Blue']
Zara,MOCK NECK TOP ,25.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/0264/093/700/2/w/1143/0264093700_1_1_1.jpg?ts=1602692542286', 'https://static.zara.net/photos///2020/I/0/1/p/0264/093/700/2/w/1143/0264093700_6_1_1.jpg?ts=1603190493191', 'https://static.zara.net/photos///2020/I/0/1/p/0264/093/700/2/w/1143/0264093700_6_2_1.jpg?ts=1603190459010', 'https://static.zara.net/photos///2020/I/0/1/p/0264/093/700/2/w/1143/0264093700_6_3_1.jpg?ts=1603190473946']",https://www.zara.com/us/en/mock-neck-top-p00264093.html,Sleeveless high collar top.,"['97% polyester, 3% elastane']",['Brown']
Zara,OVERSIZED WASHED SWEATSHIRT ,35.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/4174/815/801/2/w/1143/4174815801_1_1_1.jpg?ts=1602683051141', 'https://static.zara.net/photos///2020/I/0/1/p/4174/815/801/2/w/1143/4174815801_6_1_1.jpg?ts=1602589549717', 'https://static.zara.net/photos///2020/I/0/1/p/4174/815/801/2/w/1143/4174815801_6_2_1.jpg?ts=1602589554556', 'https://static.zara.net/photos///2020/I/0/1/p/4174/815/801/2/w/1143/4174815801_6_3_1.jpg?ts=1602589557146', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL64_0.jpg?ts=1602602183885']",https://www.zara.com/us/en/oversized-washed-sweatshirt-p04174815.html,Oversized sweatshirt with round neck and long sleeves.,"['MAIN FABRIC100% cotton', 'SECONDARY FABRIC95% cotton,5% elastane', '']","['Anthracite Gray', 'Olive green', 'taupe brown']"
Zara,WASHED JOGGING PANTS ,35.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/4174/814/515/2/w/1143/4174814515_1_1_1.jpg?ts=1602679025641', 'https://static.zara.net/photos///2020/I/0/1/p/4174/814/515/2/w/1143/4174814515_6_1_1.jpg?ts=1602595727870', 'https://static.zara.net/photos///2020/I/0/1/p/4174/814/515/2/w/1143/4174814515_6_2_1.jpg?ts=1602595733152', 'https://static.zara.net/photos///2020/I/0/1/p/4174/814/515/2/w/1143/4174814515_6_3_1.jpg?ts=1602595739720', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL3_0.jpg?ts=1602602135763']",https://www.zara.com/us/en/washed-jogging-pants-p04174814.html,High-waisted pants with elastic waistband and side pockets. Elastic cuffs.,['100% cotton'],"['Olive green', 'taupe brown', 'Anthracite Gray']"
Zara,WASHED JOGGING PANTS ,35.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/4174/814/515/2/w/1143/4174814515_1_1_1.jpg?ts=1602679025641', 'https://static.zara.net/photos///2020/I/0/1/p/4174/814/515/2/w/1143/4174814515_6_1_1.jpg?ts=1602595727870', 'https://static.zara.net/photos///2020/I/0/1/p/4174/814/515/2/w/1143/4174814515_6_2_1.jpg?ts=1602595733152', 'https://static.zara.net/photos///2020/I/0/1/p/4174/814/515/2/w/1143/4174814515_6_3_1.jpg?ts=1602595739720', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL3_0.jpg?ts=1602602135763']",https://www.zara.com/us/en/washed-jogging-pants-p04174814.html,High-waisted pants with elastic waistband and side pockets. Elastic cuffs.,['100% cotton'],"['Olive green', 'taupe brown', 'Anthracite Gray']"
Zara,OVERSIZED WASHED SWEATSHIRT ,35.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/4174/815/801/2/w/1143/4174815801_1_1_1.jpg?ts=1602683051141', 'https://static.zara.net/photos///2020/I/0/1/p/4174/815/801/2/w/1143/4174815801_6_1_1.jpg?ts=1602589549717', 'https://static.zara.net/photos///2020/I/0/1/p/4174/815/801/2/w/1143/4174815801_6_2_1.jpg?ts=1602589554556', 'https://static.zara.net/photos///2020/I/0/1/p/4174/815/801/2/w/1143/4174815801_6_3_1.jpg?ts=1602589557146', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL64_0.jpg?ts=1602602183885']",https://www.zara.com/us/en/oversized-washed-sweatshirt-p04174815.html,Oversized sweatshirt with round neck and long sleeves.,"['MAIN FABRIC100% cotton', 'SECONDARY FABRIC95% cotton,5% elastane', '']","['Anthracite Gray', 'Olive green', 'taupe brown']"
Zara,WASHED JOGGING PANTS ,35.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/4174/814/515/2/w/1143/4174814515_1_1_1.jpg?ts=1602679025641', 'https://static.zara.net/photos///2020/I/0/1/p/4174/814/515/2/w/1143/4174814515_6_1_1.jpg?ts=1602595727870', 'https://static.zara.net/photos///2020/I/0/1/p/4174/814/515/2/w/1143/4174814515_6_2_1.jpg?ts=1602595733152', 'https://static.zara.net/photos///2020/I/0/1/p/4174/814/515/2/w/1143/4174814515_6_3_1.jpg?ts=1602595739720', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL3_0.jpg?ts=1602602135763']",https://www.zara.com/us/en/washed-jogging-pants-p04174814.html,High-waisted pants with elastic waistband and side pockets. Elastic cuffs.,['100% cotton'],"['Olive green', 'taupe brown', 'Anthracite Gray']"
Zara,LONG KNIT VEST ,39.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/3519/125/803/2/w/1143/3519125803_1_1_1.jpg?ts=1603123916371', 'https://static.zara.net/photos///2020/I/0/1/p/3519/125/803/2/w/1143/3519125803_6_1_1.jpg?ts=1602753729870', 'https://static.zara.net/photos///2020/I/0/1/p/3519/125/803/2/w/1143/3519125803_2_1_1.jpg?ts=1603123912894', 'https://static.zara.net/photos///2020/I/0/1/p/3519/125/803/2/w/1143/3519125803_6_2_1.jpg?ts=1602753726235', 'https://static.zara.net/photos///2020/I/0/1/p/3519/125/803/2/w/1143/3519125803_2_2_1.jpg?ts=1603123912905', 'https://static.zara.net/photos///2020/I/0/1/p/3519/125/803/2/w/1143/3519125803_6_3_1.jpg?ts=1602753767107', 'https://static.zara.net/photos///2020/I/0/1/p/3519/125/803/2/w/1143/3519125803_2_3_1.jpg?ts=1603123912883']",https://www.zara.com/us/en/long-knit-vest-p03519125.html,Full cut vest with V-neckline. Front button closure.,"['50% viscose, 32% polyester, 18% polyamide']",['Gray marl']
Zara,LONG KNIT DRESS ,49.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/3519/127/803/2/w/1143/3519127803_1_1_1.jpg?ts=1603183383040', 'https://static.zara.net/photos///2020/I/0/1/p/3519/127/803/2/w/1143/3519127803_2_1_1.jpg?ts=1603183372412', 'https://static.zara.net/photos///2020/I/0/1/p/3519/127/803/2/w/1143/3519127803_2_2_1.jpg?ts=1603183371089', 'https://static.zara.net/photos///2020/I/0/1/p/3519/127/803/2/w/1143/3519127803_6_1_1.jpg?ts=1602777349331', 'https://static.zara.net/photos///2020/I/0/1/p/3519/127/803/2/w/1143/3519127803_6_2_1.jpg?ts=1602777332974', 'https://static.zara.net/photos///2020/I/0/1/p/3519/127/803/2/w/1143/3519127803_6_3_1.jpg?ts=1602777346143']",https://www.zara.com/us/en/long-knit-dress-p03519127.html,Round neck long sleeve dress. A-line silhouette.,"['50% viscose, 31% polyester, 19% polyamide']",['Gray marl']
Zara,DOUBLE-FACED SWEATSHIRT ,39.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/5039/670/812/2/w/1143/5039670812_1_1_1.jpg?ts=1604053327071', 'https://static.zara.net/photos///2020/I/0/1/p/5039/670/812/2/w/1143/5039670812_2_1_1.jpg?ts=1604053328121', 'https://static.zara.net/photos///2020/I/0/1/p/5039/670/812/2/w/1143/5039670812_2_2_1.jpg?ts=1604053328169', 'https://static.zara.net/photos///2020/I/0/1/p/5039/670/812/2/w/1143/5039670812_2_3_1.jpg?ts=1604053339054', 'https://static.zara.net/photos///2020/I/0/1/p/5039/670/812/2/w/1143/5039670812_6_1_1.jpg?ts=1603970967909', 'https://static.zara.net/photos///2020/I/0/1/p/5039/670/812/2/w/1143/5039670812_6_2_1.jpg?ts=1603971419444', 'https://static.zara.net/photos///2020/I/0/1/p/5039/670/812/2/w/1143/5039670812_6_3_1.jpg?ts=1603971207755', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL11_0.jpg?ts=1602602140202']",https://www.zara.com/us/en/double-faced-sweatshirt-p05039670.html,Sweatshirt with adjustable drawstring hood. Long sleeves. Contrasting interior.,"['67% polyester, 32% viscose, 1% elastane']",['Gray marl']
Zara,DOUBLE-SIDED SHORTS ,35.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/5039/671/812/2/w/1143/5039671812_1_1_1.jpg?ts=1604053328220', 'https://static.zara.net/photos///2020/I/0/1/p/5039/671/812/2/w/1143/5039671812_2_1_1.jpg?ts=1604053337950', 'https://static.zara.net/photos///2020/I/0/1/p/5039/671/812/2/w/1143/5039671812_2_2_1.jpg?ts=1604053338039', 'https://static.zara.net/photos///2020/I/0/1/p/5039/671/812/2/w/1143/5039671812_2_3_1.jpg?ts=1604053338703', 'https://static.zara.net/photos///2020/I/0/1/p/5039/671/812/2/w/1143/5039671812_6_1_1.jpg?ts=1603971383812', 'https://static.zara.net/photos///2020/I/0/1/p/5039/671/812/2/w/1143/5039671812_6_2_1.jpg?ts=1603971290877', 'https://static.zara.net/photos///2020/I/0/1/p/5039/671/812/2/w/1143/5039671812_6_3_1.jpg?ts=1603971236852', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL11_0.jpg?ts=1602602140202']",https://www.zara.com/us/en/double-sided-shorts-p05039671.html,High-waisted shorts with elastic waistband and adjustable drawstring. Side pockets. Contrasting interior.,"['67% polyester, 32% viscose, 1% elastane']",['Gray marl']
Zara,VELVET TOP ,89.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/2731/263/500/2/w/1143/2731263500_1_1_1.jpg?ts=1603102629605', 'https://static.zara.net/photos///2020/I/0/1/p/2731/263/500/2/w/1143/2731263500_2_1_1.jpg?ts=1603102646425', 'https://static.zara.net/photos///2020/I/0/1/p/2731/263/500/2/w/1143/2731263500_2_2_1.jpg?ts=1603102688152', 'https://static.zara.net/photos///2020/I/0/1/p/2731/263/500/2/w/1143/2731263500_6_1_1.jpg?ts=1602777261298', 'https://static.zara.net/photos///2020/I/0/1/p/2731/263/500/2/w/1143/2731263500_6_2_1.jpg?ts=1602777096096', 'https://static.zara.net/photos///2020/I/0/1/p/2731/263/500/2/w/1143/2731263500_6_3_1.jpg?ts=1602777125867']",https://www.zara.com/us/en/velvet-top-p02731263.html,Velvet top made of silk blend fabric. High collar and long sleeves with vented cuffs. Asymmetric hem. Back hidden in-seam zip closure.,"['82% viscose, 18% silk (mulberry)']",['Green']
Zara,WIDE LEG VELVET PANTS ,89.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/2731/279/500/2/w/1143/2731279500_1_1_1.jpg?ts=1602969292752', 'https://static.zara.net/photos///2020/I/0/1/p/2731/279/500/2/w/1143/2731279500_2_1_1.jpg?ts=1602969345711', 'https://static.zara.net/photos///2020/I/0/1/p/2731/279/500/2/w/1143/2731279500_2_2_1.jpg?ts=1602969308044', 'https://static.zara.net/photos///2020/I/0/1/p/2731/279/500/2/w/1143/2731279500_6_1_1.jpg?ts=1602777198620', 'https://static.zara.net/photos///2020/I/0/1/p/2731/279/500/2/w/1143/2731279500_6_2_1.jpg?ts=1602777205285', 'https://static.zara.net/photos///2020/I/0/1/p/2731/279/500/2/w/1143/2731279500_6_3_1.jpg?ts=1602777102538', 'https://static.zara.net/photos///2020/I/0/1/p/2731/279/500/2/w/1143/2731279500_2_10_1.jpg?ts=1602852761673']",https://www.zara.com/us/en/wide-leg-velvet-pants-p02731279.html,Velvet pants made of silk blend fabric. Elastic insert at back waist. Hidden in-seam side pockets. Wide leg. Hidden in-seam side zip closure.,"['82% viscose, 18% silk (mulberry)']",['Green']
Zara,VELVET TOP ,89.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/2731/263/500/2/w/1143/2731263500_1_1_1.jpg?ts=1603102629605', 'https://static.zara.net/photos///2020/I/0/1/p/2731/263/500/2/w/1143/2731263500_2_1_1.jpg?ts=1603102646425', 'https://static.zara.net/photos///2020/I/0/1/p/2731/263/500/2/w/1143/2731263500_2_2_1.jpg?ts=1603102688152', 'https://static.zara.net/photos///2020/I/0/1/p/2731/263/500/2/w/1143/2731263500_6_1_1.jpg?ts=1602777261298', 'https://static.zara.net/photos///2020/I/0/1/p/2731/263/500/2/w/1143/2731263500_6_2_1.jpg?ts=1602777096096', 'https://static.zara.net/photos///2020/I/0/1/p/2731/263/500/2/w/1143/2731263500_6_3_1.jpg?ts=1602777125867']",https://www.zara.com/us/en/velvet-top-p02731263.html,Velvet top made of silk blend fabric. High collar and long sleeves with vented cuffs. Asymmetric hem. Back hidden in-seam zip closure.,"['82% viscose, 18% silk (mulberry)']",['Green']
Zara,LONG KNIT SWEATER ,49.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/5755/131/703/2/w/1143/5755131703_1_1_1.jpg?ts=1601393633601', 'https://static.zara.net/photos///2020/I/0/1/p/5755/131/703/2/w/1143/5755131703_2_1_1.jpg?ts=1601393624802', 'https://static.zara.net/photos///2020/I/0/1/p/5755/131/703/2/w/1143/5755131703_2_2_1.jpg?ts=1601393669919', 'https://static.zara.net/photos///2020/I/0/1/p/5755/131/703/2/w/1143/5755131703_2_4_1.jpg?ts=1601393616114', 'https://static.zara.net/photos///2020/I/0/1/p/5755/131/703/2/w/1143/5755131703_6_1_1.jpg?ts=1601373294571', 'https://static.zara.net/photos///2020/I/0/1/p/5755/131/703/2/w/1143/5755131703_6_2_1.jpg?ts=1601373295673', 'https://static.zara.net/photos///2020/I/0/1/p/5755/131/703/2/w/1143/5755131703_6_3_1.jpg?ts=1601373318626']",https://www.zara.com/us/en/long-knit-sweater-p05755131.html,Sweater with polo collar and long sleeves.,"['53% acrylic, 27% polyester, 20% viscose']",['Ocher']
Zara,COMBINATION SWEATSHIRT ,39.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/1165/778/681/2/w/1143/1165778681_1_1_1.jpg?ts=1602692525694', 'https://static.zara.net/photos///2020/I/0/1/p/1165/778/681/2/w/1143/1165778681_2_1_1.jpg?ts=1602692527134', 'https://static.zara.net/photos///2020/I/0/1/p/1165/778/681/2/w/1143/1165778681_6_1_1.jpg?ts=1602672948028', 'https://static.zara.net/photos///2020/I/0/1/p/1165/778/681/2/w/1143/1165778681_6_2_1.jpg?ts=1602672961139', 'https://static.zara.net/photos///2020/I/0/1/p/1165/778/681/2/w/1143/1165778681_6_3_1.jpg?ts=1602672967998', 'https://static.zara.net/photos///contents/cm/w/1143/sustainability-extrainfo-label-JL72_0.jpg?ts=1602602191539']",https://www.zara.com/us/en/combination-sweatshirt-p01165778.html,Round neck sweatshirt with long sleeves. Tonal matching fabric. Asymmetric hem.,"['MAIN FABRIC89% cotton,11% polyester', 'SECONDARY FABRIC100% cotton', '']",['Burgundy']
Zara,TEXTURED OVERSIZED DRESS ,35.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/0264/095/706/2/w/1143/0264095706_1_1_1.jpg?ts=1602692534178', 'https://static.zara.net/photos///2020/I/0/1/p/0264/095/706/2/w/1143/0264095706_6_1_1.jpg?ts=1602673011368', 'https://static.zara.net/photos///2020/I/0/1/p/0264/095/706/2/w/1143/0264095706_6_2_1.jpg?ts=1602673003973', 'https://static.zara.net/photos///2020/I/0/1/p/0264/095/706/2/w/1143/0264095706_6_3_1.jpg?ts=1602673005083']",https://www.zara.com/us/en/textured-oversized-dress-p00264095.html,Full cut dress with round neck and long sleeves. Soft feel fabric.,['100% polyester'],['Mink']
Zara,WIDE LEG SATIN PANTS ,39.90 USD,,"['https://static.zara.net/photos///2020/I/0/1/p/8651/593/800/2/w/1143/8651593800_1_1_1.jpg?ts=1602678461153', 'https://static.zara.net/photos///2020/I/0/1/p/8651/593/800/2/w/1143/8651593800_6_1_1.jpg?ts=1602587509729', 'https://static.zara.net/photos///2020/I/0/1/p/8651/593/800/2/w/1143/8651593800_6_2_1.jpg?ts=1602587474468', 'https://static.zara.net/photos///2020/I/0/1/p/8651/593/800/2/w/1143/8651593800_6_3_1.jpg?ts=1602587492134']",https://www.zara.com/us/en/wide-leg-satin-pants-p08651593.html,Flowy high waisted pants with elastic waistband. Wide leg.,['100% viscose'],['Black']
