brand,item,price,image_url,product_url
AlexHuang,Jean Bloomer Pajama Set,US$360.00,https://www.alexachung.com/media/catalog/product/cache/5c7f410adbda5e6ad4c806ef637d433b/p/a/paisley_silk_blend_cami_set.jpg,https://www.alexachung.com/row/catalog/product/view/id/14543/s/d19cami-top-mini-bloomer-setc8036/category/96/
AlexHuang,Neely Playsuit,US$346.00,https://www.alexachung.com/media/catalog/product/cache/5c7f410adbda5e6ad4c806ef637d433b/d/1/d19aju01-se404-c8036_ffr_1.jpg,https://www.alexachung.com/row/catalog/product/view/id/14480/s/d19jumpsuitc8036/category/96/
AlexHuang,Farrah Playsuit,US$317.00,https://www.alexachung.com/media/catalog/product/cache/5c7f410adbda5e6ad4c806ef637d433b/d/1/d19aju01-se405-c2500_ffr_1.jpg,https://www.alexachung.com/row/catalog/product/view/id/14501/s/d19jumpsuitc2500/category/96/
AlexHuang,Goldie Bloomer Pajama Set,US$330.00,https://www.alexachung.com/media/catalog/product/cache/5c7f410adbda5e6ad4c806ef637d433b/p/i/pistachio_silk_blend_cami_set.jpg,https://www.alexachung.com/row/catalog/product/view/id/14550/s/d19cami-top-mini-bloomer-setc2500/category/96/
AlexHuang,Doris Boxer Pajama Set,US$265.00,https://www.alexachung.com/media/catalog/product/cache/5c7f410adbda5e6ad4c806ef637d433b/b/l/blue_smock_set.jpg,https://www.alexachung.com/row/catalog/product/view/id/14529/s/d19babydoll-top-boxer-short-setc8038/category/96/
AlexHuang,Anjelica Pajama Set ,US$360.00,https://www.alexachung.com/media/catalog/product/cache/5c7f410adbda5e6ad4c806ef637d433b/d/1/d19ash01-co315-c8038_ffr_1.jpg,https://www.alexachung.com/row/catalog/product/view/id/14508/s/anjelica-pajama-set/category/96/
AlexHuang,Ebeneezer Nightshirt,US$216.00,https://www.alexachung.com/media/catalog/product/cache/5c7f410adbda5e6ad4c806ef637d433b/d/1/d19adr01-co315-c8038_ffr_1.jpg,https://www.alexachung.com/row/catalog/product/view/id/14473/s/d19shirt-dressc8038/category/96/
